ID	label	x	y	cluster	weight<Links>	weight<Total link strength>
439	Preda	1.45	0.1611	3	8	0.9491
440	Samedan	1.4633	0.1792	3	18	2.7619
441	Berlingen	0.8971	-0.198	9	4	1.75
442	Berlingen=>Mannenbach-Salenstein	0.9037	-0.2035	9	2	0.9795
443	Berlingen=>Steckborn	0.8892	-0.1909	9	2	1.0205
444	Mannenbach-Salenstein	0.9101	-0.208	9	4	2.0067
445	Steckborn	0.8811	-0.1841	9	4	1.7365
446	Bern=>Basel SBB	-0.0606	0.3325	5	2	0.014
447	Bern=>Belp	-0.6202	0.1195	4	2	0.106
448	Bern=>Bern  Europaplatz	-0.629	0.1529	4	2	0.637
449	Bern=>Bern Bümpliz Nord	-0.6735	0.1949	11	2	0.3379
450	Bern=>Bern Europaplatz	-0.6957	0.142	6	2	0.5221
451	Bern=>Bern Felsenau	-0.6049	0.1834	4	2	1.0185
452	Bern=>Bern Stöckacker	-0.6547	0.1872	11	2	0.5164
453	Bern=>Bern Wankdorf	-0.5758	0.1757	4	2	0.5531
454	Bern=>Burgdorf	-0.4596	0.1987	4	2	0.0869
455	Bern=>Düdingen	-0.8392	0.0933	6	2	0.0709
456	Bern=>Flamatt	-0.7898	0.1142	6	2	0.1256
457	Bern=>Fribourg/Freiburg	-0.8422	0.0905	6	2	0.0651
458	Bern=>Ins	-0.8368	0.2565	11	2	0.042
459	Bern=>Jegenstorf	-0.5582	0.242	4	2	0.0958
460	Bern=>Kerzers	-0.779	0.2353	11	2	0.068
461	Bern=>Konolfingen	-0.5133	0.105	4	2	0.0775
462	Bern=>Lyss	-0.6508	0.2831	7	2	0.077
463	Bern=>Münsingen	-0.5795	0.0833	4	2	0.1157
464	Bern=>Olten	-0.2584	0.2163	5	2	0.0557
465	Bern=>Thun	-0.5922	0.0435	4	2	0.0737
466	Bern=>Worblaufen	-0.6028	0.1925	4	2	0.3442
467	Bern=>Zofingen	-0.2011	0.1743	12	2	0.0479
468	Bern=>Zürich HB	0.0721	0.1114	5	2	0.0281
469	Bern  Europaplatz	-0.6305	0.1515	4	6	2.4442
470	Bern  Europaplatz=>Bern	-0.6218	0.1577	4	2	0.6542
471	Bern  Europaplatz=>Bern Weissenbühl	-0.6306	0.1473	4	2	0.683
472	Bern  Europaplatz=>Liebefeld	-0.6399	0.1527	4	2	0.6461
473	Bern Weissenbühl	-0.6305	0.1444	4	5	2.3843
474	Liebefeld	-0.6435	0.1532	4	4	1.6358
475	Bern Brünnen Westside	-0.6913	0.2019	11	7	2.5645
476	Bern Brünnen Westside=>Bern Bümpliz Nord	-0.6783	0.1969	11	2	1.2946
477	Bern Brünnen Westside=>Riedbach	-0.7028	0.2072	11	2	0.6679
478	Bern Brünnen Westside=>Rosshäusern	-0.7088	0.2094	11	2	0.3895
479	Bern Bümpliz Nord	-0.6746	0.1956	11	7	2.6384
480	Riedbach	-0.7063	0.2085	11	4	2.0378
481	Rosshäusern	-0.7182	0.213	11	6	1.8855
482	Bern Bümpliz Nord=>Bern	-0.6225	0.1749	4	2	0.2638
483	Bern Bümpliz Nord=>Bern Brünnen Westside	-0.6877	0.2005	11	2	1.2936
484	Bern Stöckacker	-0.6562	0.1878	11	4	1.734
485	Bern Bümpliz Süd	-0.7183	0.1359	6	5	2.4966
486	Bern Bümpliz Süd=>Bern Europaplatz	-0.7032	0.1403	6	2	1.2414
487	Bern Bümpliz Süd=>Niederwangen	-0.7344	0.1313	6	2	1.5034
488	Bern Europaplatz	-0.6996	0.1409	6	5	2.7483
489	Niederwangen	-0.7423	0.1286	6	7	3.506
490	Bern Europaplatz=>Bern	-0.6726	0.149	6	2	0.6937
491	Bern Europaplatz=>Bern Bümpliz Süd	-0.7125	0.1376	6	2	1.5
492	Bern Felsenau	-0.6044	0.1839	4	3	2.5081
493	Bern Felsenau=>Bern	-0.6054	0.1779	4	2	0.8414
494	Bern Tiefenau	-0.6039	0.1881	4	3	2.4919
495	Bern Stöckacker=>Bern	-0.6402	0.1813	11	2	0.7535
496	Bern Stöckacker=>Bern Bümpliz Nord	-0.6654	0.1917	11	2	0.9609
497	Bern Tiefenau=>Worblaufen	-0.6027	0.194	4	2	1.4919
498	Worblaufen	-0.6021	0.1969	4	10	4.1773
499	Bern Wankdorf	-0.5726	0.1765	4	8	2.7502
500	Bern Wankdorf=>Bern	-0.5833	0.174	4	2	0.7408
501	Bern Wankdorf=>Hindelbank	-0.5373	0.194	4	2	0.1934
502	Bern Wankdorf=>Ostermundigen	-0.5661	0.1529	4	2	1.2022
503	Bern Wankdorf=>Zollikofen	-0.5769	0.1976	4	2	0.5721
504	Hindelbank	-0.5247	0.2001	4	6	1.5471
505	Ostermundigen	-0.565	0.1485	4	6	2.8568
506	Zollikofen	-0.5798	0.2136	4	11	2.9593
507	Bern Weissenbühl=>Bern  Europaplatz	-0.6306	0.1486	4	2	1.1583
508	Bern Weissenbühl=>Wabern bei Bern	-0.6298	0.1401	4	2	0.8897
509	Wabern bei Bern	-0.6297	0.1372	4	5	1.4843
510	Burgdorf	-0.4385	0.2031	4	12	1.4231
511	Düdingen	-0.8536	0.0886	6	8	2.0283
512	Flamatt	-0.7908	0.1135	6	8	2.0124
513	Ins	-0.8379	0.2573	11	14	2.4941
514	Jegenstorf	-0.5505	0.253	4	10	2.133
515	Kerzers	-0.794	0.2411	11	14	2.5828
516	Konolfingen	-0.5059	0.1	4	17	2.3234
517	Lyss	-0.6575	0.3007	7	12	1.8983
518	Münsingen	-0.5783	0.0798	4	8	1.6776
519	Thun	-0.5881	0.0122	4	14	1.8552
520	Bernina Diavolezza	1.4783	0.2539	3	7	2.4656
521	Bernina Diavolezza=>Alp Grüm	1.4655	0.2743	3	2	0.064
522	Bernina Diavolezza=>Bernina Lagalb	1.4771	0.2576	3	2	1.1343
523	Bernina Diavolezza=>Bernina Suot	1.4792	0.2495	3	2	1.2407
524	Bernina Diavolezza=>Ospizio Bernina	1.4716	0.2643	3	2	0.1019
525	Bernina Lagalb	1.4766	0.2585	3	4	1.4655
526	Bernina Suot	1.4797	0.2481	3	4	1.861
527	Bernina Lagalb=>Bernina Diavolezza	1.4781	0.255	3	2	1.1527
528	Bernina Lagalb=>Ospizio Bernina	1.474	0.2618	3	2	0.3952
529	Bernina Suot=>Bernina Diavolezza	1.479	0.2523	3	2	1.2923
530	Bernina Suot=>Morteratsch	1.4794	0.2442	3	2	0.5
531	Morteratsch	1.4786	0.2361	3	4	1.004
532	Betten Talstation	-0.2602	-0.4582	13	4	1.4647
533	Betten Talstation=>Grengiols	-0.2501	-0.4616	13	2	0.7857
534	Betten Talstation=>Mörel	-0.2686	-0.4552	13	2	0.65
535	Grengiols	-0.2334	-0.4671	13	4	1.4143
536	Mörel	-0.2973	-0.4445	13	4	1.39
537	Bettlach	-0.5354	0.3721	7	4	3
538	Bettlach=>Grenchen Süd	-0.5448	0.371	7	2	1.1796
539	Bettlach=>Selzach	-0.5265	0.3729	7	2	1.4932
540	Grenchen Süd	-0.552	0.3696	7	8	2.2549
541	Bettwiesen	0.9016	-0.1227	1	4	3
542	Bettwiesen=>Bronschhofen AMP	0.8982	-0.1184	1	2	1.5
543	Tägerschen	0.9047	-0.128	1	4	1.8333
544	Bronschhofen AMP	0.8965	-0.1156	1	3	2.5
545	Bevaix	-0.9946	0.2519	6	4	2
546	Bevaix=>Boudry	-0.9879	0.2587	6	2	1
547	Bevaix=>Gorgier-St-Aubin	-0.9985	0.2472	6	2	0.7088
548	Boudry	-0.9815	0.2654	6	4	2.5
549	Gorgier-St-Aubin	-1.0082	0.2355	6	4	1.2841
550	Bever	1.4598	0.17	3	11	2.2348
551	Bever=>Bergün/Bravuogn	1.4314	0.1388	3	2	0.0483
552	Bever=>La Punt-Chamues-ch	1.4596	0.1667	3	2	0.4333
553	Bever=>Preda	1.4508	0.1618	3	2	0.1194
554	Bever=>Samedan	1.4626	0.1767	3	2	1.125
555	Bever=>Spinas	1.4569	0.1687	3	2	0.2667
556	Bever=>Zuoz	1.454	0.1599	3	2	0.1845
557	La Punt-Chamues-ch	1.4588	0.1643	3	5	2.1154
558	Spinas	1.4567	0.1684	3	6	1.2654
559	Zuoz	1.4521	0.157	3	6	2.0751
560	Bex=>Aigle	-0.9259	-0.399	2	2	0.3449
561	Bex=>Martigny	-0.8801	-0.4396	2	2	0.1443
562	Bex=>St-Maurice	-0.9044	-0.4399	2	2	0.3623
563	Biasca	0.3064	-0.4937	8	4	1.0387
564	Biasca=>Bodio TI	0.3076	-0.4872	8	2	0.5506
565	Biasca=>Castione-Arbedo	0.306	-0.4965	8	2	0.6566
566	Bodio TI	0.3083	-0.4823	8	4	1.1236
567	Biberbrugg=>Altmatt	0.4293	-0.0995	10	2	0.5408
568	Biberbrugg=>Einsiedeln	0.4735	-0.0864	10	2	0.3112
569	Biberbrugg=>Pfäffikon SZ	0.5952	-0.0449	10	2	0.0919
570	Biberbrugg=>Rothenthurm	0.4113	-0.1049	10	2	0.1939
571	Biberbrugg=>Schindellegi-Feusisberg	0.4998	-0.0731	10	2	0.4728
572	Einsiedeln	0.473	-0.0874	10	2	1.1714
573	Schindellegi-Feusisberg	0.5108	-0.0685	10	4	1.7287
574	Biberegg	0.384	-0.1137	10	5	2.6746
575	Biberegg=>Rothenthurm	0.3932	-0.1108	10	2	1.0028
576	Biberegg=>Sattel-Aegeri	0.3774	-0.1152	10	2	0.7393
577	Sattel-Aegeri	0.3618	-0.1193	10	4	1.3204
578	Biberist Ost	-0.45	0.3136	7	4	1.8571
579	Biberist Ost=>Gerlafingen	-0.4487	0.3085	7	2	1.4795
580	Biberist Ost=>Solothurn	-0.4519	0.3203	7	2	0.6617
581	Gerlafingen	-0.4478	0.3055	7	4	2.6722
582	Solothurn	-0.4565	0.3371	7	14	1.9996
583	Biberist RBS	-0.4829	0.3186	4	4	1.8478
584	Biberist RBS=>Lohn-Lüterkofen	-0.4899	0.3129	4	2	0.8529
585	Biberist RBS=>Solothurn	-0.4725	0.3258	4	2	0.82
586	Lohn-Lüterkofen	-0.4998	0.3051	4	4	1.6863
587	Biel (Goms)	-0.0385	-0.5059	13	4	2.5
588	Biel (Goms)=>Blitzingen	-0.0471	-0.5057	13	2	1
589	Biel (Goms)=>Gluringen	-0.0272	-0.5059	13	2	1.5
590	Blitzingen	-0.0554	-0.5047	13	4	2
591	Gluringen	-0.0219	-0.5057	13	5	3.0667
592	Biel Mett	-0.6161	0.3734	7	4	2.1792
593	Biel Mett=>Biel/Bienne	-0.6271	0.3719	7	2	0.7585
594	Biel Mett=>Biel/Bienne Bözingenfeld/Champs-de-Boujean	-0.6079	0.3746	7	2	1.1477
595	Biel/Bienne	-0.6492	0.3678	7	21	2.2936
596	Biel/Bienne Bözingenfeld/Champs-de-Boujean	-0.6019	0.3751	7	4	2.6545
597	Biel/Bienne=>Biel Mett	-0.6197	0.3734	7	2	0.7589
598	Biel/Bienne=>Brügg BE	-0.6547	0.3518	7	2	0.5796
599	Biel/Bienne=>Frinvillier-Taubenloch	-0.6619	0.394	7	2	0.3671
600	Biel/Bienne=>Grenchen Nord	-0.6041	0.3964	7	2	0.1885
601	Biel/Bienne=>Grenchen Süd	-0.5787	0.369	7	2	0.196
602	Biel/Bienne=>Lyss	-0.6546	0.326	7	2	0.2345
603	Biel/Bienne=>Neuchâtel	-0.7534	0.3354	7	2	0.1419
604	Biel/Bienne=>Solothurn	-0.5118	0.3459	7	2	0.1165
605	Biel/Bienne=>Sonceboz-Sombeval	-0.6701	0.4105	7	2	0.1343
606	Biel/Bienne=>Tüscherz	-0.6928	0.3676	7	2	0.3909
607	Biel/Bienne Bözingenfeld/Champs-de-Boujean=>Biel Mett	-0.6092	0.3744	7	2	1.0068
608	Biel/Bienne Bözingenfeld/Champs-de-Boujean=>Pieterlen	-0.5939	0.3749	7	2	1.1724
609	Pieterlen	-0.5885	0.3748	7	4	2.6792
610	Brügg BE	-0.6552	0.3491	7	4	2.5
611	Frinvillier-Taubenloch	-0.6634	0.3971	7	4	1.8273
612	Grenchen Nord	-0.5721	0.4158	7	4	0.7087
613	Neuchâtel	-0.8709	0.2986	7	18	2.0724
614	Sonceboz-Sombeval	-0.6805	0.4315	7	10	1.481
615	Tüscherz	-0.7003	0.3675	7	4	1.6667
616	Bigenthal	-0.4664	0.1353	4	5	2.5048
617	Bigenthal=>Schafhausen i.E.	-0.4643	0.1374	4	2	0.8493
618	Bigenthal=>Walkringen	-0.4685	0.1339	4	2	0.8618
619	Schafhausen i.E.	-0.4615	0.1398	4	4	2.3382
620	Walkringen	-0.4708	0.1319	4	7	1.9417
621	Biglen	-0.4801	0.1227	4	4	1.7736
622	Biglen=>Grosshöchstetten	-0.4838	0.1196	4	2	0.8923
623	Biglen=>Walkringen	-0.476	0.1268	4	2	0.889
624	Grosshöchstetten	-0.4878	0.1159	4	4	1.7519
625	Bilten	0.8223	-0.0045	10	4	2.4355
626	Bilten=>Reichenburg	0.8138	-0.0051	10	2	0.9124
627	Bilten=>Ziegelbrücke	0.8381	-0.0039	10	2	0.7316
628	Reichenburg	0.8038	-0.0065	10	4	1.9286
629	Ziegelbrücke	0.8634	-0.003	10	12	1.6322
630	Birmensdorf ZH	0.3612	0.0916	10	4	1.5258
631	Birmensdorf ZH=>Bonstetten-Wettswil	0.3589	0.0872	10	2	0.8333
632	Birmensdorf ZH=>Urdorf Weihermatt	0.3635	0.096	10	2	1.4924
633	Bonstetten-Wettswil	0.3555	0.0807	10	4	1.6667
634	Urdorf Weihermatt	0.3645	0.0984	10	4	3
635	Birr	0.2098	0.1806	5	5	2.6635
636	Birr=>Lupfig	0.2104	0.1849	5	2	1.4932
637	Birr=>Othmarsingen	0.2088	0.1758	5	2	0.9005
638	Lupfig	0.2105	0.1869	5	5	2.1518
639	Othmarsingen	0.2081	0.1689	5	10	2.8689
640	Birrwil=>Beinwil am See	0.1088	0.1334	12	2	0.6599
641	Birrwil=>Boniswil	0.1205	0.1421	12	2	0.6701
642	Boniswil	0.1256	0.1462	12	4	1.8333
643	Bischofszell Nord	0.9763	-0.1671	9	4	2.3333
644	Bischofszell Nord=>Kradolf	0.9748	-0.1691	9	2	0.7
645	Bischofszell Nord=>Sitterdorf	0.9777	-0.1647	9	2	1.5
646	Kradolf	0.9704	-0.1738	9	4	1.8667
647	Sitterdorf	0.978	-0.1628	9	4	3
648	Bischofszell Stadt	0.978	-0.1587	9	4	2.3333
649	Bischofszell Stadt=>Hauptwil	0.9771	-0.1559	9	2	0.6348
650	Bischofszell Stadt=>Sitterdorf	0.9783	-0.1616	9	2	1.5652
651	Bitsch	-0.3273	-0.4318	13	4	1.4922
652	Bitsch=>Brig Bahnhofplatz	-0.3406	-0.4261	13	2	0.75
653	Bitsch=>Mörel	-0.3175	-0.4362	13	2	0.74
654	Blankenburg	-0.8808	-0.3438	2	4	2.5
655	Blankenburg=>Stöckli	-0.8823	-0.3461	2	2	1
656	Blankenburg=>Zweisimmen	-0.8794	-0.3415	2	2	0.8333
657	Stöckli	-0.8835	-0.3482	2	4	2.5
658	Zweisimmen	-0.8772	-0.3379	2	10	1.9037
659	Blausee-Mitholz	-0.6118	-0.2736	2	2	0.5667
660	Blausee-Mitholz=>Kandersteg	-0.6121	-0.2754	2	2	0.5429
661	Kandersteg	-0.6122	-0.2786	2	5	0.7979
662	Blitzingen=>Biel (Goms)	-0.0442	-0.5053	13	2	1.5
663	Blitzingen=>Niederwald	-0.0648	-0.5035	13	2	1.0357
664	Niederwald	-0.0739	-0.5024	13	4	1.7357
665	Blumenau	0.7273	-0.0251	1	4	2.25
666	Blumenau=>Rapperswil	0.7093	-0.0241	1	2	0.8462
667	Blumenau=>Schmerikon	0.7387	-0.0254	1	2	0.6872
668	Rapperswil	0.6814	-0.0224	1	12	2.283
669	Schmerikon	0.7668	-0.027	1	6	1.5772
670	Boden	-0.8895	-0.3578	2	4	2.5
671	Boden=>Lenk im Simmental	-0.8896	-0.3587	2	2	0.8333
672	Boden=>Matten	-0.8885	-0.357	2	2	1
673	Lenk im Simmental	-0.8898	-0.3581	2	2	1.3333
674	Matten	-0.8877	-0.3555	2	4	2.5
675	Bodio TI=>Biasca	0.3075	-0.486	8	2	0.5244
676	Bodio TI=>Lavorgo	0.3087	-0.4784	8	2	0.4238
677	Lavorgo	0.3105	-0.4635	8	4	1.2626
678	Boll-Utzigen	-0.6279	0.2314	4	4	3
679	Boll-Utzigen=>Stettlen	-0.6268	0.2302	4	2	0.8333
680	Boll-Utzigen=>Vechigen	-0.6291	0.2329	4	2	1.5
681	Stettlen	-0.6253	0.2275	4	4	2.3333
682	Vechigen	-0.6298	0.2338	4	4	2.5
683	Bolligen	-0.6191	0.2194	4	6	2.6111
684	Bolligen=>Deisswil	-0.6219	0.2226	4	2	0.8977
685	Bolligen=>Ittigen bei Bern	-0.6164	0.2166	4	2	1.5906
686	Bolligen=>Worb Dorf	-0.6297	0.2355	4	2	0.1228
687	Deisswil	-0.6234	0.2247	4	4	2
688	Ittigen bei Bern	-0.6149	0.2145	4	5	3
689	Worb Dorf	-0.6308	0.2364	4	4	2.1111
690	Boltigen	-0.8305	-0.3132	2	9	1.3668
691	Boltigen=>Enge im Simmental	-0.8169	-0.3062	2	2	0.6698
692	Boltigen=>Erlenbach im Simmental	-0.788	-0.2886	2	2	0.1327
693	Boltigen=>Oberwil im Simmental	-0.8025	-0.2986	2	2	0.2594
694	Boltigen=>Weissenbach	-0.8468	-0.3236	2	2	1.0189
695	Boltigen=>Zweisimmen	-0.8477	-0.3221	2	2	0.342
696	Enge im Simmental	-0.8122	-0.3035	2	4	2.5
697	Erlenbach im Simmental	-0.7462	-0.2644	2	7	1.6186
698	Oberwil im Simmental	-0.8009	-0.2979	2	6	1.9127
699	Weissenbach	-0.8477	-0.3237	2	4	2.5
700	Bonaduz	1.2695	-0.0282	3	8	2.5847
701	Bonaduz=>Chur	1.2313	-0.0254	3	2	0.0877
702	Bonaduz=>Reichenau-Tamins	1.262	-0.0318	3	2	0.6519
703	Bonaduz=>Rhäzüns	1.2739	-0.0254	3	2	1.3763
704	Chur	1.2262	-0.0249	3	21	2.8896
705	Reichenau-Tamins	1.2505	-0.0375	3	12	2.5256
706	Rhäzüns	1.2758	-0.0245	3	5	2.0009
707	Boncourt	-0.3924	0.642	7	2	1.4384
708	Boncourt=>Buix	-0.3926	0.6415	7	2	1.7143
709	Buix	-0.3924	0.6399	7	6	3.5
710	Boniswil=>Birrwil	0.1222	0.1438	12	2	0.7161
711	Boniswil=>Hallwil	0.1298	0.149	12	2	1.4783
712	Hallwil	0.1318	0.1504	12	4	2.3757
713	Bonstetten-Wettswil=>Birmensdorf ZH	0.3572	0.0839	10	2	0.6962
714	Bonstetten-Wettswil=>Hedingen	0.354	0.0771	10	2	0.8372
715	Bossière	-1.1021	-0.0622	6	4	2.8111
716	Bossière=>Grandvaux	-1.0978	-0.0635	6	2	1.2211
717	Bossière=>La Conversion	-1.1059	-0.0613	6	2	1.425
718	Grandvaux	-1.0957	-0.064	6	4	2.1318
719	La Conversion	-1.1068	-0.0606	6	5	3.119
720	Boswil-Bünzen	0.2015	0.103	5	4	2.1813
721	Boswil-Bünzen=>Muri AG	0.2027	0.0982	5	2	0.8185
722	Boswil-Bünzen=>Wohlen AG	0.2	0.1083	5	2	0.7427
723	Wohlen AG	0.1979	0.1202	5	6	1.395
724	Bottighofen	1.0136	-0.2431	9	4	3
725	Bottighofen=>Kurzrickenbach Seepark	1.0086	-0.2412	9	2	1.4605
726	Bottighofen=>Münsterlingen-Scherzingen	1.018	-0.2447	9	2	1.5395
727	Kurzrickenbach Seepark	1.0059	-0.2394	9	4	2.2789
728	Münsterlingen-Scherzingen	1.0201	-0.2446	9	3	2.4605
729	Boudry=>Bevaix	-0.9884	0.2589	6	2	1
730	Boudry=>Colombier	-0.9741	0.2719	6	2	1.5
731	Bouveret	-0.9261	-0.5176	2	4	0.8499
732	Bouveret=>Les Evouettes	-0.9255	-0.5149	2	2	1.0714
733	Bouveret=>St-Gingolph	-0.9263	-0.5189	2	2	0.4214
734	Les Evouettes	-0.9257	-0.5138	2	4	2.4
735	St-Gingolph	-0.9266	-0.52	2	2	1.25
736	Bovernier	-0.8645	-0.4835	2	5	1.4894
737	Bovernier=>Martigny	-0.8625	-0.4591	2	2	0.1405
738	Bovernier=>Martigny-Croix	-0.8646	-0.4813	2	2	0.6731
739	Bovernier=>Sembrancher	-0.8645	-0.4871	2	2	0.7464
740	Martigny-Croix	-0.8644	-0.4754	2	5	2.2025
741	Sembrancher	-0.8641	-0.4934	2	14	2.518
742	Bowil	-0.4714	0.0975	4	5	1.9935
743	Bowil=>Konolfingen	-0.5034	0.0994	4	2	0.2135
744	Bowil=>Signau	-0.4655	0.0973	4	2	0.8198
745	Bowil=>Zäziwil	-0.4772	0.0978	4	2	1
746	Signau	-0.4565	0.0975	4	4	1.3394
747	Zäziwil	-0.483	0.0982	4	4	2.3022
748	Brenzikofen	-0.5348	0.0636	4	5	2.3982
749	Brenzikofen=>Heimberg	-0.5388	0.0592	4	2	0.7468
750	Brenzikofen=>Oberdiessbach	-0.5309	0.0674	4	2	0.9347
751	Heimberg	-0.5457	0.0515	4	7	1.784
752	Oberdiessbach	-0.5272	0.072	4	9	2.2872
753	Bretonnières	-1.1647	0.0433	6	4	2.2
754	Bretonnières=>Croy-Romainmôtier	-1.1635	0.0445	6	2	1.5135
755	Bretonnières=>Le Day	-1.1644	0.0422	6	2	0.6293
756	Le Day	-1.1639	0.0385	6	5	1.5962
757	Brienz	-0.4592	-0.1704	2	10	1.267
758	Brienz=>Brienz West	-0.4708	-0.1744	2	2	1.1198
759	Brienz=>Brienzwiler	-0.4409	-0.1661	2	2	0.4471
760	Brienz=>Interlaken Ost	-0.4901	-0.1745	2	2	0.1247
761	Brienz=>Meiringen	-0.4277	-0.1622	2	2	0.1778
762	Brienz=>Oberried am Brienzersee	-0.4914	-0.1774	2	2	0.1488
763	Brienz West	-0.4719	-0.1747	2	4	2.4872
764	Brienz West=>Brienz	-0.4668	-0.1728	2	2	0.8457
765	Brienz West=>Ebligen	-0.4765	-0.1761	2	2	1.0128
766	Ebligen	-0.481	-0.1763	2	4	2.0429
767	Brienzwiler	-0.4353	-0.1648	2	4	1.5522
768	Interlaken Ost	-0.5246	-0.179	2	9	1.8439
769	Meiringen	-0.4033	-0.1558	2	6	0.547
770	Oberried am Brienzersee	-0.4931	-0.1782	2	8	1.4227
771	Brienzwiler=>Brienz	-0.4419	-0.1664	2	2	0.6961
772	Brienzwiler=>Meiringen	-0.4285	-0.163	2	2	0.6025
773	Brig=>Eggerberg	-0.6095	-0.3466	2	2	0.2518
774	Brig=>Iselle di Trasquera	-0.6064	-0.3633	2	2	0.1386
775	Brig=>Sion	-0.7186	-0.3992	2	2	0.0584
776	Brig=>Visp	-0.6041	-0.3612	2	2	0.629
777	Brig Bahnhofplatz=>Andermatt	-0.1206	-0.4022	13	2	0.0317
778	Brig Bahnhofplatz=>Bitsch	-0.3373	-0.4272	13	2	0.365
779	Brig Bahnhofplatz=>Eyholz	-0.4523	-0.3961	13	2	0.2487
780	Brig Bahnhofplatz=>Zermatt	-0.3674	-0.4147	13	2	0.0273
781	Eyholz	-0.4951	-0.3871	13	4	1.6828
782	Zermatt	-0.3675	-0.416	13	2	1.0119
783	Iselle di Trasquera	-0.6043	-0.3656	2	4	0.75
784	Sion	-0.7693	-0.4181	2	12	1.1575
785	Visp	-0.5948	-0.3642	2	14	1.3318
786	Brittnau-Wikon	-0.0938	0.1677	12	4	3
787	Brittnau-Wikon=>Reiden	-0.0912	0.1644	12	2	1.0121
788	Brittnau-Wikon=>Zofingen	-0.0975	0.1718	12	2	0.9656
789	Reiden	-0.0881	0.1604	12	6	1.897
790	Broc-Fabrique	-1.189	-0.1845	14	2	1.3333
791	Broc-Fabrique=>Broc-Village	-1.1886	-0.1845	14	2	2
792	Broc-Village	-1.1873	-0.184	14	4	3
793	Broc-Village=>Broc-Fabrique	-1.1884	-0.1841	14	2	0.8333
794	Les Marches	-1.184	-0.1832	14	4	2.5
795	Bronschhofen	0.8929	-0.111	1	3	2
796	Bronschhofen=>Wil	0.8882	-0.1052	1	2	0.7
797	Bronschhofen AMP=>Bettwiesen	0.9	-0.1202	1	2	1.5
798	Brugg AG=>Aarau	0.115	0.2041	5	2	0.1112
799	Brugg AG=>Baden	0.2789	0.1793	5	2	0.2125
800	Brugg AG=>Frick	0.1269	0.2639	5	2	0.1054
801	Brugg AG=>Lupfig	0.2109	0.1879	5	2	0.5394
802	Brugg AG=>Schinznach Bad	0.183	0.2048	5	2	0.4448
803	Brugg AG=>Turgi	0.2633	0.1937	5	2	0.4517
804	Brugg AG=>Wildegg	0.1592	0.2017	5	2	0.2171
805	Frick	0.0827	0.2962	5	8	1.3297
806	Schinznach Bad	0.18	0.2044	5	4	2.4043
807	Brunnadern-Neckertal	0.9135	-0.0741	1	4	1.6667
808	Brunnadern-Neckertal=>Lichtensteig	0.9081	-0.0717	1	2	0.8845
809	Brunnadern-Neckertal=>Mogelsberg	0.9182	-0.076	1	2	1.0068
810	Lichtensteig	0.9011	-0.0686	1	6	2.7937
811	Mogelsberg	0.9223	-0.0784	1	4	1.8333
812	Brunnen	0.287	-0.2163	8	6	1.2494
813	Brunnen=>Flüelen	0.2894	-0.2367	8	2	0.2275
814	Brunnen=>Schwyz	0.285	-0.2021	8	2	0.8973
815	Brunnen=>Sisikon	0.2894	-0.2356	8	2	0.3307
816	Sisikon	0.2895	-0.2394	8	4	1.5973
817	Brusio	1.4037	0.3488	3	6	1.1017
818	Brusio=>Campascio	1.4021	0.3506	3	2	0.4329
819	Brusio=>Campocologno	1.4014	0.3503	3	2	0.2619
820	Brusio=>Miralago	1.4057	0.3469	3	2	0.4625
821	Campascio	1.4003	0.3518	3	4	1.4381
822	Campocologno	1.3989	0.3515	3	6	0.985
823	Miralago	1.4136	0.3414	3	4	1.3696
824	Brügg BE=>Biel/Bienne	-0.653	0.3558	7	2	0.7568
825	Brügg BE=>Studen BE	-0.6568	0.3434	7	2	1.4932
826	Studen BE	-0.6572	0.3405	7	4	3
827	Brünig-Hasliberg	-0.3176	-0.1322	2	4	0.725
828	Brünig-Hasliberg=>Lungern	-0.2989	-0.1265	2	2	0.3409
829	Brünig-Hasliberg=>Meiringen	-0.3406	-0.1384	2	2	0.3409
830	Lungern	-0.247	-0.111	8	4	0.7909
831	Bubikon	0.6506	-0.0017	1	4	1.6322
832	Bubikon=>Rüti ZH	0.66	-0.0083	1	2	1.0628
833	Bubikon=>Wetzikon	0.6397	0.006	1	2	0.6466
834	Rüti ZH	0.6652	-0.0125	1	6	2.0206
835	Buchrain	0.147	-0.0019	8	5	3.1308
836	Buchrain=>Ebikon	0.1363	-0.0007	8	2	1.4932
837	Buchrain=>Root D4	0.1571	-0.0027	8	2	1.5068
838	Ebikon	0.1312	0.0001	8	7	2.0183
839	Root D4	0.1616	-0.0031	8	4	2.7059
840	Buchs SG=>Altstätten SG	1.0827	-0.0605	9	2	0.131
841	Buchs SG=>Salez-Sennwald	1.0856	-0.0473	9	2	0.3096
842	Buchs SG=>Sargans	1.0728	-0.0184	3	2	0.1965
843	Buchs SG=>Sevelen	1.078	-0.0255	9	2	0.5501
844	Salez-Sennwald	1.0863	-0.0503	9	4	1.7372
845	Sevelen	1.0774	-0.0245	9	4	1.6538
846	Buchs-Dällikon	0.4262	0.1288	1	4	2
847	Buchs-Dällikon=>Otelfingen Golfpark	0.4142	0.134	1	2	1.4861
848	Buchs-Dällikon=>Regensdorf-Watt	0.4381	0.1235	1	2	1.0139
849	Otelfingen Golfpark	0.4083	0.1363	1	5	3.3333
850	Regensdorf-Watt	0.4503	0.1179	1	6	1.5263
