PID,ISB,Strecke_Nummer,Strecke_Bezeichnung,Strecke_Art,BP_Von_Abschnitt,BP_Von_Abschnitt_Bezeichnung,BP_Bis_Abschnitt,BP_Bis_Abschnitt_Bezeichnung,Anzahl_Zuege,gdname,gd_ident,didok,KOORDZ,KOORDY,KOORDX,Reiner Betriebspunkt,TU Nummer,Bedienpunkt Cargo,land,Haltestelle,Gde Nummer,gdnr,TU Abkuerzung,Tarifhaltestelle,geopos_von,geopos_bis
SBB_LK_TUR,SBB,90,St. Maurice - Visp,STRECKE,LK,Leuk,TUR,Turtmann,51673,Leuk,Ident,1601,623,615814.77,128962.3,None,11,*,Switzerland,*,6110,6110,SBB CFF FFS,None,"7.6439447631, 46.311878842","7.69960562873, 46.3093194891"
SBB_KUE_IM,SBB,43,Gütsch - Küssnacht - Immensee,STRECKE,KUE,Küssnacht am Rigi,IM,Immensee,26641,Küssnacht (SZ),Ident,5002,456.8,675544.96,215209.66,None,11,*,Switzerland,*,1331,1331,SBB CFF FFS,None,"8.43348030628, 47.0835910642","8.46265100285, 47.091610891"
SBB_MEG_MERL,SBB,43,Gütsch - Küssnacht - Immensee,STRECKE,MEG,Meggen,MERL,Merlischachen,26574,Meggen,Ident,5001,472,671759.66,211443.8,None,11,*,Switzerland,*,1063,1063,SBB CFF FFS,None,"8.38303999929, 47.0501405023","8.40902964435, 47.0676510282"
SBB_WCHW_GDMF,SBB,44,Zug - Walchwil - Arth-Goldau,STRECKE,WCHW,Walchwil,GDMF,Goldau Mühlefluh (Verzw),33526,Walchwil,Ident,2205,449.5,681857.65,216970.85,None,11,None,Switzerland,*,1710,1710,SBB CFF FFS,None,"8.51692057421, 47.0986814635","8.54429104892, 47.0586616383"
SBB_ZGCA_ZGFR,SBB,44,Zug - Walchwil - Arth-Goldau,STRECKE,ZGCA,Zug Casino,ZGFR,Zug Fridbach,40666,Zug,Ident,17527,431.1,681628.49,224042.38,None,11,None,Switzerland,*,1711,1711,SBB CFF FFS,None,"8.51518010458, 47.1623110742","8.51227015546, 47.1565710814"
SBB_BRU_FRNZ,SBB,45,Arth-Goldau - Erstfeld,STRECKE,BRU,Brunnen,FRNZ,Franziskus (Spw),46110,Ingenbohl,Ident,5007,438.6,689091.46,206010.58,None,11,*,Switzerland,*,1364,1364,SBB CFF FFS,None,"8.61004098497, 46.9991712238","8.61179175408, 46.9818818697"
SBB_QUA_MAG,SBB,46,Giubiasco - Pino Transito,STRECKE,QUA,Quartino,MAG,Magadino-Vira,4842,Gambarogno,Ident,5405,201.8,711917.86,112124.57,None,11,None,Switzerland,*,5398,5398,SBB CFF FFS,None,"8.88731756197, 46.1513077874","8.85017824247, 46.1453277689"
SBB_TEN_MINU,SBB,47,Cadenazzo Ovest - Locarno,STRECKE,TEN,Tenero,MINU,Minusio,31978,Tenero-Contra,Ident,5401,202.5,708999.72,114979.87,None,11,*,Switzerland,*,5131,5131,SBB CFF FFS,None,"8.85021813983, 46.1774671314","8.82898883689, 46.1779171083"
SBB_LG_LGP,SBB,48,Lugano - Chiasso,STRECKE,LG,Lugano,LGP,Lugano-Paradiso,57237,Lugano,Ident,5300,335,716830.29,96006.42,None,11,*,Switzerland,*,5192,5192,SBB CFF FFS,None,"8.94687826233, 46.0055094547","8.94627819725, 45.9889599999"
SBB_STAO_MEN,SBB,49,Mendrisio - Stabio,STRECKE,STAO,Stabio Cargo,MEN,Mendrisio,23525,Stabio,Ident,15428,351.1,716215.49,77793.39,None,11,*,Italy,None,5266,5266,SBB CFF FFS,None,"8.9344603959, 45.8418123169","8.97860925229, 45.8691324585"
SBB_STAO_STAF,SBB,49,Mendrisio - Stabio,STRECKE,STAO,Stabio Cargo,STAF,Stabio,23524,Stabio,Ident,15428,351.1,716215.49,77793.39,None,11,*,Italy,None,5266,5266,SBB CFF FFS,None,"8.9344603959, 45.8418123169","8.94394037501, 45.8497423064"
SBB_HUZY_CHAM,SBB,50,Rotkreuz - Zug - Thalwil,STRECKE,HUZY,Hünenberg Zythus,CHAM,Cham,75993,Hünenberg,Ident,15996,417,676674.95,225231.74,None,11,None,Switzerland,*,1703,1703,SBB CFF FFS,None,"8.45006035188, 47.1736008632","8.45747033073, 47.1782408687"
SBB_KOLM_KMUE,SBB,50,Rotkreuz - Zug - Thalwil,STRECKE,KOLM,Kollermühle (Abzw),KMUE,Zug Chollermüli,102489,Zug,Ident,16744,418.5,679226.32,226094.38,*,11,None,Switzerland,None,1711,1711,SBB CFF FFS,None,"8.4838635093, 47.1810587191","8.48575019884, 47.1804709827"
SBB_KIL_RUES,SBB,51,Zürich Wiedikon - Kilchberg - Thalwil,STRECKE,KIL,Kilchberg,RUES,Rüschlikon,83966,Kilchberg (ZH),Ident,3200,424.6,683861.26,242098.28,None,11,*,Switzerland,*,135,135,SBB CFF FFS,None,"8.54798916317, 47.3244210252","8.55513927082, 47.3071308836"
SBB_RUES_TWNO,SBB,51,Zürich Wiedikon - Kilchberg - Thalwil,STRECKE,RUES,Rüschlikon,TWNO,Thalwil Nord (Abzw),83971,Rüschlikon,Ident,3201,433.4,684429.08,240183.82,None,11,*,Switzerland,*,139,139,SBB CFF FFS,None,"8.55513927082, 47.3071308836","8.55718924788, 47.2990008099"
SBB_ZWIE_ZEN,SBB,51,Zürich Wiedikon - Kilchberg - Thalwil,STRECKE,ZWIE,Zürich Wiedikon,ZEN,Zürich Enge,83658,Zürich,Ident,3011,405.5,681933.95,247302.92,None,11,*,Switzerland,*,261,261,SBB CFF FFS,None,"8.52344866788, 47.3714710315","8.53078880051, 47.3641011305"
SBB_BAE_FRB,SBB,53,Thalwil - Pfäffikon - Ziegelbrücke,STRECKE,BAE,Bäch,FRB,Freienbach SBB,102828,Wollerau,div,3208,411.1,697628.97,228583.19,None,11,None,Switzerland,*,1322,1323,SBB CFF FFS,None,"8.72714969561, 47.2009810232","8.75618974092, 47.2073013015"
SBB_BIL_ZB,SBB,53,Thalwil - Pfäffikon - Ziegelbrücke,STRECKE,BIL,Bilten,ZB,Ziegelbrücke,80611,Glarus Nord,Ident,3224,420.4,720674.26,223581.09,None,11,*,Switzerland,*,1630,1630,SBB CFF FFS,None,"9.02989028616, 47.1521919344","9.06003021055, 47.1361519375"
SBB_ORD_HG,SBB,53,Thalwil - Pfäffikon - Ziegelbrücke,STRECKE,ORD,Oberrieden,HG,Horgen,102766,Oberrieden,Ident,3203,424.2,686235.22,237156.46,None,11,None,Switzerland,*,137,137,SBB CFF FFS,None,"8.5784393361, 47.2796706542","8.59688921862, 47.2614805742"
SBB_FMS_MELS,SBB,54,Ziegelbrücke / Buchs - Sargans - Chur,STRECKE,FMS,Flums,MELS,Mels,52120,Flums,Ident,9413,441,744937.65,217941.92,None,11,*,Switzerland,*,3292,3292,SBB CFF FFS,None,"9.34791199415, 47.096612204","9.41774214538, 47.0537418071"
SBB_SASL_SA,SBB,54,Ziegelbrücke / Buchs - Sargans - Chur,STRECKE,SASL,Sargans Schleife (Verzw),SA,Sargans,21423,Mels,Ident,9421,483.8,753984.49,212081.3,None,11,*,Switzerland,None,3293,3293,SBB CFF FFS,None,"9.46504177999, 47.041871631","9.44539212984, 47.0453615186"
SBB_EDA_MIT,SBB,55,Ziegelbrücke - Glarus - Linthal,STRECKE,EDA,Ennenda,MIT,Mitlödi,27107,Glarus,Ident,3231,478.1,724536.11,210401.47,None,11,None,Switzerland,*,1632,1632,SBB CFF FFS,None,"9.07717040919, 47.0329524693","9.08118140386, 47.0101324608"
SBB_GL_EDA,SBB,55,Ziegelbrücke - Glarus - Linthal,STRECKE,GL,Glarus,EDA,Ennenda,27106,Glarus,Ident,3230,471.9,724092.14,211167.24,None,11,*,Switzerland,*,1632,1632,SBB CFF FFS,None,"9.07154039909, 47.0399223511","9.07717040919, 47.0329524693"
SBB_JE_JES,SBB,56,Opfikon Süd - Bülach - Eglisau - Schaffhausen RB,STRECKE,JE,Jestetten,JES,Jestetten Süd,45826,Jestetten,None,3421,438,685240.62,278811.18,None,11,*,Germany,*,None,83375002060,SBB CFF FFS,None,"8.57325556079, 47.654402402","8.56660502625, 47.6422813133"
SBB_BUDI_BUD,SBB,57,Wettingen / Killwangen - Würenlos - Zürich Oerlikon,STRECKE,BUDI,Buchs-Dällikon Industrie,BUD,Buchs-Dällikon,28103,Buchs (ZH),Ident,17371,422.9,673985.18,256429.42,None,11,*,Switzerland,None,83,83,SBB CFF FFS,None,"8.41972734807, 47.4544900459","8.43556738361, 47.4533901342"
SBB_NIE_OGL,SBB,58,Oberglatt - Niederweningen,STRECKE,NIE,Niederhasli,OGL,Oberglatt,28937,Niederhasli,Ident,3314,423.7,679148.93,259147.14,None,11,None,Switzerland,*,90,90,SBB CFF FFS,None,"8.48867713601, 47.4783301481","8.51058718428, 47.4702003777"
SBB_NW_NWD,SBB,58,Oberglatt - Niederweningen,STRECKE,NW,Niederweningen,NWD,Niederweningen Dorf,28851,Niederweningen,Ident,3319,444,670130.27,262687.12,None,11,*,Switzerland,*,91,91,SBB CFF FFS,None,"8.3695973554, 47.511189618","8.38103726943, 47.5058997167"
SBB_NWD_SCHO,SBB,58,Oberglatt - Niederweningen,STRECKE,NWD,Niederweningen Dorf,SCHO,Schöfflisdorf-Oberweningen,28875,Niederweningen,Ident,3318,453,670999.06,262109.28,None,11,None,Switzerland,*,91,91,SBB CFF FFS,None,"8.38103726943, 47.5058997167","8.41177701617, 47.4979698912"
SBB_KBGR_KB,SBB,59,Turgi - Koblenz Grenze,STRECKE,KBGR,Koblenz Grenze,KB,Koblenz,27454,Koblenz,Ident,330,312.9,659822.75,273465.18,*,11,None,Switzerland,None,4310,4310,SBB CFF FFS,None,"8.23422607906, 47.6091380568","8.22700629295, 47.6003280411"
SBB_KLI_DOE,SBB,59,Turgi - Koblenz Grenze,STRECKE,KLI,Klingnau,DOE,Döttingen,33079,Klingnau,Ident,16176,321.5,660950.08,270468.88,None,11,None,Switzerland,*,4309,4309,SBB CFF FFS,None,"8.24880650604, 47.5820882799","8.25632664789, 47.5752583486"
SBB_KB_KBD,SBB,60,Koblenz - Eglisau,STRECKE,KB,Koblenz,KBD,Koblenz Dorf,28965,Koblenz,Ident,329,320.6,659289.74,272480.16,None,11,*,Switzerland,*,4310,4310,SBB CFF FFS,None,"8.22700629295, 47.6003280411","8.24012604929, 47.6093780781"
SBB_KBD_RIET,SBB,60,Koblenz - Eglisau,STRECKE,KBD,Koblenz Dorf,RIET,Rietheim,28965,Koblenz,Ident,3411,324.2,660266.09,273496.38,None,11,None,Switzerland,*,4310,4310,SBB CFF FFS,None,"8.24012604929, 47.6093780781","8.2772959562, 47.6007382804"
SBB_MELN_RUEN,SBB,60,Koblenz - Eglisau,STRECKE,MELN,Mellikon,RUEN,Rümikon AG,13556,Mellikon,Ident,3414,347.9,668767.18,269041.48,None,11,None,Switzerland,*,4314,4314,SBB CFF FFS,None,"8.3524862559, 47.5684793838","8.37363606945, 47.5653795269"
SBB_BON_BONS,SBB,61,Zürich Altstetten - Kollermühle,STRECKE,BON,Bonstetten-Wettswil,BONS,Bonstetten Süd (B),52567,Bonstetten,Ident,2222,528.4,677824.83,242179.5,None,11,*,Switzerland,*,3,3,SBB CFF FFS,None,"8.46815957829, 47.3258913805","8.46453940656, 47.3178813996"
SBB_BSD_HUER,SBB,62,Zürich Oerlikon / Zürich Seebach - Zürich Flughafen / Kloten - Winterthur West,STRECKE,BSD,Bassersdorf,HUER,Hürlistein (Abzw),128479,Bassersdorf,Ident,3307,455.1,689580.14,254873.73,None,11,*,Switzerland,*,52,52,SBB CFF FFS,None,"8.62618802322, 47.4385613261","8.66339810424, 47.4224513303"
SBB_HUER_EF,SBB,62,Zürich Oerlikon / Zürich Seebach - Zürich Flughafen / Kloten - Winterthur West,STRECKE,HUER,Hürlistein (Abzw),EF,Effretikon,237395,Lindau,Ident,3338,487,692414.7,253125.92,None,11,*,Switzerland,None,176,176,SBB CFF FFS,None,"8.66339810424, 47.4224513303","8.6866481024, 47.4258112948"
SBB_OP_ZFH,SBB,62,Zürich Oerlikon / Zürich Seebach - Zürich Flughafen / Kloten - Winterthur West,STRECKE,OP,Opfikon,ZFH,Zürich Flughafen,164967,Opfikon,Ident,3340,434.8,684734.11,253844.95,None,11,*,Switzerland,*,66,66,SBB CFF FFS,None,"8.56175806981, 47.4299511141","8.56236767655, 47.4503810926"
SBB_RUE_JO,SBB,64,Zürich Stadelhofen / Wallisellen - Uster - Rapperswil,STRECKE,RUE,Rüti ZH,JO,Jona,55786,Rüti (ZH),Ident,3121,481.8,707124.39,235362.93,None,11,*,Switzerland,*,118,118,SBB CFF FFS,None,"8.85405970765, 47.26048157","8.83458990176, 47.230971609"
SBB_VIGA_ALM,SBB,88,Giubiasco - BergSTRECKE - Lugano,STRECKE,VIGA,Vigana (c bin),ALM,Al Motto (c bin),56542,Sant'Antonino,Ident,5246,311.2,719146.9,112196.8,*,11,None,Switzerland,None,5017,5017,SBB CFF FFS,None,"8.98088581095, 46.1507178373","8.942766535, 46.1450479665"
SBB_LAMC_LG,SBB,89,Giubiasco - CBT - Lugano,STRECKE,LAMC,Lamone (c bin),LG,Lugano,56797,Vezia,Ident,15621,330.8,715841.17,98101.11,*,11,None,Switzerland,None,5231,5231,SBB CFF FFS,None,"8.93462786171, 46.0245191037","8.94687826233, 46.0055094547"
SBB_ARD_CHF,SBB,90,St. Maurice - Visp,STRECKE,ARD,Ardon,CHF,Châteauneuf-Conthey,54919,Ardon,Ident,1505,488.1,587056.55,117472.3,None,11,*,Switzerland,*,6021,6021,SBB CFF FFS,None,"7.2709383771, 46.2085779865","7.3051081365, 46.2160989225"
SBB_EV_VERN,SBB,90,St. Maurice - Visp,STRECKE,EV,Evionnaz,VERN,Vernayaz,53571,Evionnaz,Ident,1404,448.8,568092.43,113170.47,None,11,*,Switzerland,*,6213,6213,SBB CFF FFS,None,"7.02551906773, 46.1692467769","7.0383600105, 46.1385374801"
SBB_GA_RAR,SBB,90,St. Maurice - Visp,STRECKE,GA,Gampel-Steg,RAR,Raron,51771,Niedergesteln,div,1603,632.4,623799.99,128391.55,None,11,*,Switzerland,*,6204,6198,SBB CFF FFS,None,"7.74757554084, 46.306509887","7.80150518132, 46.3062706759"
SBB_VERN_MA,SBB,90,St. Maurice - Visp,STRECKE,VERN,Vernayaz,MA,Martigny,53571,Vernayaz,Ident,1405,452.5,569066.71,109751.53,None,11,*,Switzerland,*,6219,6219,SBB CFF FFS,None,"7.0383600105, 46.1385374801","7.07912040308, 46.1058278346"
SBB_MELH_LANG,SBB,35,Olten Ost - Heitersberg - Killwangen,STRECKE,MELH,Mellingen Heitersberg,LANG,Langacher (Spw),136077,Mellingen,Ident,16219,397.5,663203.24,253366.73,None,11,None,Switzerland,*,4033,4033,SBB CFF FFS,None,"8.27632848016, 47.4280694454","8.33305807641, 47.4374897677"
SBB_SCOO_WOES,SBB,35,Olten Ost - Heitersberg - Killwangen,STRECKE,SCOO,Schönenwerd SO Ost (Spw),WOES,Wöschnau DfA + SYFA,150838,Schönenwerd,Ident,19045,373.1,643066.59,247602.17,None,11,*,Switzerland,None,2583,2583,SBB CFF FFS,None,"8.00889149031, 47.3778479717","8.02901726162, 47.3857359478"
SBB_BGWE_SBAD,SBB,36,Rupperswil - Brugg,STRECKE,BGWE,Brugg AG West,SBAD,Schinznach Bad,50887,Brugg,Ident,18713,351.7,657698.42,258760.99,*,11,None,Switzerland,None,4095,4095,SBB CFF FFS,None,"8.20406885162, 47.4770886658","8.16691921002, 47.4517683111"
SBB_BDO_WE,SBB,37,Wettingen - Dättwil - Gruemet,STRECKE,BDO,Baden Oberstadt,WE,Wettingen,892,Baden,Ident,2109,395.8,665260.21,258009.04,None,11,*,Switzerland,None,4021,4021,SBB CFF FFS,None,"8.30426822719, 47.4696194009","8.31597814208, 47.4596294811"
SBB_ABO_ABOS,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,ABO,Aarburg-Oftringen,ABOS,Aarburg-Oftringen Süd (Abzw),58837,Aarburg,Ident,2000,411.6,635500.96,241149.01,None,11,*,Switzerland,*,4271,4271,SBB CFF FFS,None,"7.90820312619, 47.3202578152","7.9168930565, 47.3135479201"
SBB_GTS_HEIM,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,GTS,Gütsch (Abzw),HEIM,Heimbach (Spw),238065,Luzern,Ident,5041,439.5,665226.61,211531.08,*,11,None,Switzerland,None,1061,1061,SBB CFF FFS,None,"8.29708011656, 47.051600435","8.29948022086, 47.047300499"
SBB_OBK_NO,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,OBK,Oberkirch,NO,Nottwil,82312,Oberkirch,Ident,2011,517.8,651233.15,222915.69,None,11,None,Switzerland,*,1095,1095,SBB CFF FFS,None,"8.1142113824, 47.1552288494","8.13858047415, 47.1387993661"
SBB_RBG_RBGD,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,RBG,Rothenburg,RBGD,Rothenburg Dorf,82331,Rothenburg,Ident,2020,521,661544.45,215559.96,None,11,*,Switzerland,*,1040,1040,SBB CFF FFS,None,"8.24917016532, 47.088190137","8.27316984324, 47.0909000512"
SBB_SSS_OBK,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,SSS,Sursee Süd (Spw),OBK,Oberkirch,82312,Oberkirch,Ident,17111,505.2,650691.37,223663.73,*,11,None,Switzerland,None,1095,1095,SBB CFF FFS,None,"8.1071515734, 47.1619987742","8.1142113824, 47.1552288494"
SBB_ZF_BRIT,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,ZF,Zofingen,BRIT,Brittnau-Wikon,70320,Zofingen,Ident,2001,431.5,638161.68,237583.26,None,11,*,Switzerland,*,4289,4289,SBB CFF FFS,None,"7.94309306011, 47.2880381226","7.95702320137, 47.262658091"
SBB_KGD_WAST,SBB,39,Zofingen - Suhr - Lenzburg,STRECKE,KGD,Küngoldingen,WAST,Walterswil-Striegel,23945,Oftringen,Ident,2120,432.3,638045.85,239130.17,None,11,None,Switzerland,*,4280,4280,SBB CFF FFS,None,"7.94169288195, 47.3019581507","7.96318241974, 47.319918526"
SBB_SAF_KSMD,SBB,39,Zofingen - Suhr - Lenzburg,STRECKE,SAF,Safenwil,KSMD,Kölliken Sondermülldeponie,23949,Safenwil,Ident,2100,471.9,641192.48,241351.5,None,11,*,Switzerland,*,4283,4283,SBB CFF FFS,None,"7.98350208537, 47.3217484953","8.01051155891, 47.3237182534"
SBB_SUHR_SUHM,SBB,39,Zofingen - Suhr - Lenzburg,STRECKE,SUHR,Suhr,SUHM,Suhr Migros,24035,Suhr,Ident,2103,397.1,648613.74,246953.52,None,11,*,Switzerland,*,4012,4012,SBB CFF FFS,None,"8.08227055334, 47.3716283875","8.0895705597, 47.3798283244"
SBB_ZF_KGD,SBB,39,Zofingen - Suhr - Lenzburg,STRECKE,ZF,Zofingen,KGD,Küngoldingen,23945,Zofingen,Ident,2001,431.5,638161.68,237583.26,None,11,*,Switzerland,*,4289,4289,SBB CFF FFS,None,"7.94309306011, 47.2880381226","7.94169288195, 47.3019581507"
SBB_GELF_BLG,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,GELF,Gelfingen,BLG,Baldegg,25464,Hitzkirch,Ident,2026,469.3,662584.53,229508.48,None,11,None,Switzerland,*,1030,1030,SBB CFF FFS,None,"8.26480043222, 47.2135499373","8.28020013421, 47.1856804059"
SBB_HIK_GELF,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,HIK,Hitzkirch,GELF,Gelfingen,25464,Hitzkirch,Ident,2027,470,661602.16,230511.09,None,11,None,Switzerland,*,1030,1030,SBB CFF FFS,None,"8.25197033431, 47.2226598514","8.26480043222, 47.2135499373"
SBB_BRGL_IM,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,BRGL,Brüglen (Spw),IM,Immensee,18018,Risch,Ident,15542,454.8,676692.07,220784.6,*,11,None,Switzerland,None,1707,1707,SBB CFF FFS,None,"8.44953055041, 47.1336010852","8.46265100285, 47.091610891"
SBB_GEXI_HDK,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,GEXI,Gexi,HDK,Hendschiken,31897,Lenzburg,Ident,2133,422.3,656926.48,249350.26,None,11,*,Switzerland,None,4201,4201,SBB CFF FFS,None,"8.19262959199, 47.3925188913","8.20736941693, 47.3894189473"
SBB_EBI_BURN,SBB,42,Fluhmühle - Rotkreuz,STRECKE,EBI,Ebikon,BURN,Buchrain,71975,Ebikon,Ident,2200,421,668623.6,215199.27,None,11,*,Switzerland,*,1054,1054,SBB CFF FFS,None,"8.34233997536, 47.0842506156","8.35663012581, 47.093640945"
SBB_RKSW_GSK,SBB,42,Fluhmühle - Rotkreuz,STRECKE,RKSW,Rotkreuz Südwest,GSK,Gisikon-Root,72875,Risch,Ident,18788,429.6,674359.18,221375.41,*,11,None,Switzerland,None,1707,1707,SBB CFF FFS,None,"8.41888055258, 47.139181085","8.39477039841, 47.1213210596"
SBB_MEGZ_MEG,SBB,43,Gütsch - Küssnacht - Immensee,STRECKE,MEGZ,Meggen Zentrum,MEG,Meggen,26586,Meggen,Ident,5018,469.8,671087.92,210868.74,None,11,None,Switzerland,*,1063,1063,SBB CFF FFS,None,"8.37411005489, 47.0450405669","8.38303999929, 47.0501405023"
SBB_SCHW_BRU,SBB,45,Arth-Goldau - Erstfeld,STRECKE,SCHW,Schwyz,BRU,Brunnen,61156,Schwyz,Ident,5006,455,690725.38,209061.65,None,11,*,Switzerland,*,1372,1372,SBB CFF FFS,None,"8.63213124211, 47.0263912291","8.61004098497, 46.9991712238"
SBB_STNS_STN,SBB,45,Arth-Goldau - Erstfeld,STRECKE,STNS,Steinen (Spw),STN,Steinen,61174,Steinen,Ident,16179,472.8,688249.69,211699.61,*,11,None,Switzerland,None,1373,1373,SBB CFF FFS,None,"8.6000817669, 47.050451217","8.60742634218, 47.0476651004"
SBB_SAN_CD,SBB,46,Giubiasco - Pino Transito,STRECKE,SAN,S. Antonino,CD,Cadenazzo,33271,Sant'Antonino,Ident,5415,212,718587.33,113267.65,None,11,None,Switzerland,*,5017,5017,SBB CFF FFS,None,"8.97391580822, 46.1604476373","8.94168651359, 46.1526278593"
SBB_RIAZ_GDA,SBB,47,Cadenazzo Ovest - Locarno,STRECKE,RIAZ,Riazzino,GDA,Gordola,32010,Locarno,Ident,5412,197.8,711713.73,114812.52,None,11,None,Switzerland,*,5113,5113,SBB CFF FFS,None,"8.88531742537, 46.1755172433","8.86576772365, 46.1790470766"
SBB_LGP_LGPC,SBB,48,Lugano - Chiasso,STRECKE,LGP,Lugano-Paradiso,LGPC,Lugano Paradiso (c bin),57236,Paradiso,Ident,5301,312,716819.17,94166.11,None,11,None,Switzerland,*,5210,5210,SBB CFF FFS,None,"8.94627819725, 45.9889599999","8.95095804869, 45.9891300449"
SBB_MAR_CAP,SBB,48,Lugano - Chiasso,STRECKE,MAR,Maroggia-Melano,CAP,Capolago-Riva S. Vitale,54262,Maroggia,Ident,5303,279.5,719085.1,87926.9,None,11,*,Switzerland,*,5195,5195,SBB CFF FFS,None,"8.97393840833, 45.932450907","8.97889868514, 45.9028618255"
SBB_MDE_SMAC,SBB,48,Lugano - Chiasso,STRECKE,MDE,Melide,SMAC,San Martino (cambio),57234,Melide,Ident,5302,273.9,717051.44,90475.86,None,11,*,Switzerland,*,5198,5198,SBB CFF FFS,None,"8.9483585884, 45.9557305543","8.95536800724, 45.9770204743"
SBB_MEN_BASM,SBB,48,Lugano - Chiasso,STRECKE,MEN,Mendrisio,BASM,Balerna per Smistamento (bif),61301,Mendrisio,Ident,5305,328.8,719585.53,80896.34,None,11,*,Switzerland,*,5254,5254,SBB CFF FFS,None,"8.97860925229, 45.8691324585","9.00000939151, 45.8491828508"
SBB_STAF_VAM,SBB,49,Mendrisio - Stabio,STRECKE,STAF,Stabio,VAM,Valmorea,22607,Stabio,Ident,17519,344,716935.02,78688.89,None,11,None,Italy,*,5266,5266,SBB CFF FFS,None,"8.94394037501, 45.8497423064","8.93481047557, 45.8437723051"
SBB_CHAA_KOLM,SBB,50,Rotkreuz - Zug - Thalwil,STRECKE,CHAA,Cham Alpenblick,KOLM,Kollermühle (Abzw),75989,Cham,Ident,15995,413.8,678282.18,226217.77,None,11,None,Switzerland,*,1702,1702,SBB CFF FFS,None,"8.47143031961, 47.1822809154","8.4838635093, 47.1810587191"
SBB_RKNO_HUCH,SBB,50,Rotkreuz - Zug - Thalwil,STRECKE,RKNO,Rotkreuz Nordost,HUCH,Hünenberg Chämleten,75994,Risch,Ident,18789,430.3,676436.65,222122.19,*,11,None,Switzerland,None,1707,1707,SBB CFF FFS,None,"8.44639054731, 47.1456610256","8.44989037577, 47.1691508419"
SBB_ZEN_ZWOL,SBB,51,Zürich Wiedikon - Kilchberg - Thalwil,STRECKE,ZEN,Zürich Enge,ZWOL,Zürich Wollishofen,83657,Zürich,Ident,3010,409.3,682499.7,246491.29,None,11,None,Switzerland,*,261,261,SBB CFF FFS,None,"8.53078880051, 47.3641011305","8.53357890724, 47.3474410902"
SBB_HAF_BAE,SBB,53,Thalwil - Pfäffikon - Ziegelbrücke,STRECKE,HAF,Hafen Bäch (Spw),BAE,Bäch,102829,Wollerau,Ident,3212,410.8,696999.09,228545.08,*,11,None,Switzerland,None,1323,1323,SBB CFF FFS,None,"8.71882972495, 47.2007310163","8.72714969561, 47.2009810232"
SBB_RI_HAF,SBB,53,Thalwil - Pfäffikon - Ziegelbrücke,STRECKE,RI,Richterswil,HAF,Hafen Bäch (Spw),102829,Richterswil,Ident,3207,408.1,696123.2,229379.26,None,11,*,Switzerland,*,138,138,SBB CFF FFS,None,"8.70744970661, 47.2083611742","8.71882972495, 47.2007310163"
SBB_SIB_SCBU,SBB,53,Thalwil - Pfäffikon - Ziegelbrücke,STRECKE,SIB,Siebnen-Wangen,SCBU,Schübelbach-Buttikon,80610,Wangen (SZ),Ident,3221,433.4,710814.34,226777.33,None,11,*,Switzerland,*,1349,1349,SBB CFF FFS,None,"8.90069005779, 47.1826615743","8.93875002065, 47.1763815939"
SBB_TW_ORD,SBB,53,Thalwil - Pfäffikon - Ziegelbrücke,STRECKE,TW,Thalwil,ORD,Oberrieden,102766,Thalwil,Ident,3202,435.1,685172.78,238953.54,None,11,*,Switzerland,*,141,141,SBB CFF FFS,None,"8.564739347, 47.2959707417","8.5784393361, 47.2796706542"
SBB_BRAG_MF,SBB,54,Ziegelbrücke / Buchs - Sargans - Chur,STRECKE,BRAG,Bad Ragaz,MF,Maienfeld,68314,Bad Ragaz,Ident,9004,502.5,757128.66,208653.49,None,11,*,Switzerland,*,3291,3291,SBB CFF FFS,None,"9.50521149774, 47.0103110943","9.52919157991, 47.0038308017"
SBB_LQ_ZIZS,SBB,54,Ziegelbrücke / Buchs - Sargans - Chur,STRECKE,LQ,Landquart,ZIZS,Zizers SBB,68266,Landquart,Ident,9002,523.5,760967.4,203988.2,None,11,*,Switzerland,*,3955,3955,SBB CFF FFS,None,"9.55402078189, 46.9674409203","9.55956064302, 46.9322117301"
SBB_MF_ROR,SBB,54,Ziegelbrücke / Buchs - Sargans - Chur,STRECKE,MF,Maienfeld,ROR,Rossriet (Spw),68314,Maienfeld,Ident,9003,504.4,758970.71,207981.63,None,11,None,Switzerland,*,3953,3953,SBB CFF FFS,None,"9.52919157991, 47.0038308017","9.5354013299, 46.9979207821"
